,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language,Leaflet_Language,Opmerking
107,K.V.O. programmas 1893-97_00230-20211201_122011.jpg,1893-1897,Fidelio,1895-04-02,Feestavond,False,558639,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
108,K.V.O. programmas 1893-97_00236-20211201_122110.jpg,1893-1897,Fidelio,1895-04-06,Volgens nota van Verbruggen is de voorstelling vervangen door Czar en Timmerman,False,791243,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
109,K.V.O. programmas 1893-97_00236-20211201_122110.jpg,1893-1897,Fidelio,1895-04-07,,False,656241,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
110,K.V.O. programmas 1893-97_00238-20211201_122129.jpg,1893-1897,Fidelio,1895-04-09,,False,676687,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
111,K.V.O. programmas 1893-97_00240-20211201_122151.jpg,1893-1897,concert P. Benoit,1895-04-11,Ter gelegenheid van Witte-donderdag,False,143983,concert P. Benoit,?,?,?,?,concert,1894-1895,Edward Keurvels & Henry Fontaine,NL,,
112,K.V.O. programmas 1893-97_00242-20211201_122233.jpg,1893-1897,concert P. Benoit,1895-04-09,,False,459364,concert P. Benoit,?,?,?,?,concert,1894-1895,Edward Keurvels & Henry Fontaine,NL,,
113,K.V.O. programmas 1893-97_00246-20211201_122318.jpg,1893-1897,Czaar en Timmerman,1895-04-14,,False,385230,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,,
114,K.V.O. programmas 1893-97_00248-20211201_122335.jpg,1893-1897,Eeen Nacht te Grenada,1895-04-16,Feestavond,False,435561,Een Nacht te Grenada,DUI,Conradin Kreutzer,1834,Das Nachtlager in Granada,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,,
115,K.V.O. programmas 1893-97_00253-20211201_122436.jpg,1893-1897,Tannhauser,1895-04-20,,False,803456,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
116,K.V.O. programmas 1893-97_00255-20211201_122507.jpg,1893-1897,Ondine,1895-04-21,,False,569476,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
117,K.V.O. programmas 1893-97_00257-20211201_122526.jpg,1893-1897,Tannhauser,1895-04-23,,False,735352,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
118,K.V.O. programmas 1893-97_00259-20211201_122619.jpg,1893-1897,Tannhauser,1895-04-28,,False,667036,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
119,K.V.O. programmas 1893-97_00261-20211201_122640.jpg,1893-1897,Fidelio,1895-04-30,Feestavond,False,884678,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
120,K.V.O. programmas 1893-97_00261-20211201_122640.jpg,1893-1897,Bergliot,1895-04-30,Feestavond,False,911122,Bergliot,NOR,Edvard Grieg,?,Bergliot,lyrisch drama,1894-1895,Edward Keurvels & Henry Fontaine,Unk,,
121,K.V.O. programmas 1893-97_00265-20211201_122734.jpg,1893-1897,Brinio,1895-10-01,Openingsvertoning,False,593065,Brinio,NL,Simon van Milligen,1889,Brinio,lyrisch drama,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
122,K.V.O. programmas 1893-97_00267-20211201_122752.jpg,1893-1897,De Vrijschutter,1895-10-08,,False,649352,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
123,K.V.O. programmas 1893-97_00271-20211201_122921.jpg,1893-1897,Fidelio,1895-10-15,,False,572082,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
124,K.V.O. programmas 1893-97_00273-20211201_122941.jpg,1893-1897,Fidelio,1895-10-19,,False,234522,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
125,K.V.O. programmas 1893-97_00277-20211201_123016.jpg,1893-1897,Fidelio,1895-10-22,,False,319271,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
126,K.V.O. programmas 1893-97_00279-20211201_123033.jpg,1893-1897,Fidelio,1895-10-26,,False,761665,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
127,K.V.O. programmas 1893-97_00281-20211201_123052.jpg,1893-1897,Hans Heiling,1895-10-29,Eerste vertoning,False,339197,Hans Heiling,DUI,Heinrich Marschner,1833,Hans Heiling,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
128,K.V.O. programmas 1893-97_00283-20211201_123116.jpg,1893-1897,Hans Heiling,1895-10-31,,False,478117,Hans Heiling,DUI,Heinrich Marschner,1833,Hans Heiling,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
129,K.V.O. programmas 1893-97_00285-20211201_123142.jpg,1893-1897,Hans Heiling,1895-11-02,,False,446102,Hans Heiling,DUI,Heinrich Marschner,1833,Hans Heiling,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
130,K.V.O. programmas 1893-97_00289-20211201_123237.jpg,1893-1897,Hans Heiling,1895-11-09,,False,921089,Hans Heiling,DUI,Heinrich Marschner,1833,Hans Heiling,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
131,K.V.O. programmas 1893-97_00291-20211201_123312.jpg,1893-1897,De Vrijschutter,1895-11-12,,False,221666,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
132,K.V.O. programmas 1893-97_00293-20211201_123327.jpg,1893-1897,De Wapensmid,1895-11-14,Eerste vertoning,False,206234,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1895-1896,Edward Keurvels & Henry Fontaine,DUI,,
133,K.V.O. programmas 1893-97_00293-20211201_123327.jpg,1893-1897,De Wapensmid,1895-11-16,,False,932637,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1895-1896,Edward Keurvels & Henry Fontaine,DUI,,
134,K.V.O. programmas 1893-97_00297-20211201_123404.jpg,1893-1897,Fidelio,1895-11-19,Volgens de nota van Verbruggen is deze voorstelling vervangen door De Vrijschutter,False,134800,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
135,K.V.O. programmas 1893-97_00299-20211201_123423.jpg,1893-1897,Ondine,1895-11-23,Eerste vertoning,False,158808,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
136,K.V.O. programmas 1893-97_00301-20211201_123445.jpg,1893-1897,Ondine,1895-11-26,,False,942558,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
137,K.V.O. programmas 1893-97_00303-20211201_123506.jpg,1893-1897,Ondine,1895-11-30,,False,743482,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
138,K.V.O. programmas 1893-97_00307-20211201_123542.jpg,1893-1897,De Wapensmid,1895-12-03,,False,975192,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1895-1896,Edward Keurvels & Henry Fontaine,DUI,,
139,K.V.O. programmas 1893-97_00309-20211201_123607.jpg,1893-1897,Fidelio,1895-12-07,,False,200366,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
140,K.V.O. programmas 1893-97_00311-20211201_123625.jpg,1893-1897,De Wapensmid,1895-12-10,,False,271286,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1895-1896,Edward Keurvels & Henry Fontaine,DUI,,
141,K.V.O. programmas 1893-97_00313-20211201_123657.jpg,1893-1897,De Verkochte Bruid,1895-12-14,Gala-vertoning,False,953724,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
142,K.V.O. programmas 1893-97_00315-20211201_123717.jpg,1893-1897,De Verkochte Bruid,1895-12-17,,False,531152,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
143,K.V.O. programmas 1893-97_00317-20211201_123733.jpg,1893-1897,De Verkochte Bruid,1895-12-21,,False,972950,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
144,K.V.O. programmas 1893-97_00319-20211201_123755.jpg,1893-1897,Fidelio,1895-12-24,,False,883780,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
145,K.V.O. programmas 1893-97_00323-20211201_123843.jpg,1893-1897,De Verkochte Bruid,1895-12-26,,False,407337,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
146,K.V.O. programmas 1893-97_00325-20211201_124504.jpg,1893-1897,Ondine,1895-12-28,Kindervertoning,False,232760,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
147,K.V.O. programmas 1893-97_00327-20211201_124549.jpg,1893-1897,De Vrijschutter,1895-12-31,,False,983631,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
148,K.V.O. programmas 1893-97_00329-20211201_124608.jpg,1893-1897,De Verkochte Bruid,1896-01-04,,False,350869,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
149,K.V.O. programmas 1893-97_00331-20211201_124634.jpg,1893-1897,De Wapensmid,1895-01-07,Feestavond,False,190735,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1894-1895,Edward Keurvels & Henry Fontaine,DUI,,
150,K.V.O. programmas 1893-97_00333-20211201_124655.jpg,1893-1897,Tannhauser,1896-01-09,Gala-vertoning,False,809519,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
151,K.V.O. programmas 1893-97_00335-20211201_124715.jpg,1893-1897,Tannhauser,1896-01-11,,False,216282,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
152,K.V.O. programmas 1893-97_00337-20211201_124756.jpg,1893-1897,De Verkochte Bruid,1896-01-12,,False,379306,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
153,K.V.O. programmas 1893-97_00339-20211201_124815.jpg,1893-1897,Tannhauser,1896-01-14,,False,942623,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
154,K.V.O. programmas 1893-97_00341-20211201_125225.jpg,1893-1897,De Wapensmid,1896-01-18,,False,948709,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1895-1896,Edward Keurvels & Henry Fontaine,DUI,,
155,K.V.O. programmas 1893-97_00343-20211201_125257.jpg,1893-1897,Tannhauser,1896-01-21,Feestavond,False,171741,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
156,K.V.O. programmas 1893-97_00345-20211201_125351.jpg,1893-1897,De Verkochte Bruid,1896-01-25,,False,838112,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
157,K.V.O. programmas 1893-97_00347-20211201_125413.jpg,1893-1897,Tannhauser,1896-01-28,,False,158656,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
158,K.V.O. programmas 1893-97_00349-20211201_125431.jpg,1893-1897,De Vliegende Hollander,1896-02-01,Gala-vertoning,False,138170,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
159,K.V.O. programmas 1893-97_00351-20211201_125500.jpg,1893-1897,De Vliegende Hollander,1896-02-04,Feestavond,False,500231,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
160,K.V.O. programmas 1893-97_00353-20211201_125530.jpg,1893-1897,Tannhauser,1896-02-08,,False,926324,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
161,K.V.O. programmas 1893-97_00355-20211201_125555.jpg,1893-1897,De Vliegende Hollander,1896-02-11,,False,191012,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
162,K.V.O. programmas 1893-97_00357-20211201_125630.jpg,1893-1897,Fidelio,1896-02-13,,False,692406,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
163,K.V.O. programmas 1893-97_00359-20211201_125659.jpg,1893-1897,Ondine,1896-02-16,,False,885024,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
164,K.V.O. programmas 1893-97_00361-20211201_125735.jpg,1893-1897,De Verkochte Bruid,1896-02-18,Ter gelegenheid van Vastenavond,False,780068,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
165,K.V.O. programmas 1893-97_00363-20211201_125754.jpg,1893-1897,Pelops,1896-02-20,Gala-vertoning,False,534080,Pelops,TSJ,Fibich Zdeněk,1890,Námluvy Pelopovy,romantic opera,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
166,K.V.O. programmas 1893-97_00365-20211201_125815.jpg,1893-1897,Tannhauser,1896-02-22,Gala-vertoning,False,446950,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
167,K.V.O. programmas 1893-97_00369-20211201_125849.jpg,1893-1897,Hans Heiling,1896-02-25,Feestavond,False,138972,Hans Heiling,DUI,Heinrich Marschner,1833,Hans Heiling,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
168,K.V.O. programmas 1893-97_00371-20211201_125909.jpg,1893-1897,Czaar en Timmerman,1896-02-29,,False,905901,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
169,K.V.O. programmas 1893-97_00373-20211201_125928.jpg,1893-1897,De Verkochte Bruid,1896-03-03,Feestavond,False,577798,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
170,K.V.O. programmas 1893-97_00375-20211201_125956.jpg,1893-1897,Tantalus,1896-03-07,,False,189878,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
171,K.V.O. programmas 1893-97_00377-20211201_130015.jpg,1893-1897,Tannhauser,1896-03-10,,False,143897,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
172,K.V.O. programmas 1893-97_00379-20211201_130031.jpg,1893-1897,De Tooverfluit,1896-03-14,Gala-vertoning,False,520446,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
173,K.V.O. programmas 1893-97_00381-20211201_130054.jpg,1893-1897,De Tooverfluit,1896-03-17,,False,773515,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
174,K.V.O. programmas 1893-97_00383-20211201_130136.jpg,1893-1897,De Tooverfluit,1896-03-21,,False,802492,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
175,K.V.O. programmas 1893-97_00385-20211201_130157.jpg,1893-1897,De Tooverfluit,1896-03-19,Feestavond,False,672917,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
176,K.V.O. programmas 1893-97_00387-20211201_130217.jpg,1893-1897,De Tooverfluit,1896-03-24,,False,776164,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
177,K.V.O. programmas 1893-97_00389-20211201_130237.jpg,1893-1897,De Tooverfluit,1896-03-27,,False,937012,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
178,K.V.O. programmas 1893-97_00389-20211201_130237.jpg,1893-1897,De Tooverfluit,1896-03-28,,False,841658,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
179,K.V.O. programmas 1893-97_00391-20211201_130320.jpg,1893-1897,Tannhauser,1896-03-31,Sluiting van het Toneeljaar,False,468879,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
180,K.V.O. programmas 1893-97_00394-20211201_130353.jpg,1893-1897,Czaar en Timmerman,1896-04-07,,False,709822,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
181,K.V.O. programmas 1893-97_00396-20211201_130420.jpg,1893-1897,Tannhauser,1896-04-12,,False,576147,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
182,K.V.O. programmas 1893-97_00398-20211201_130437.jpg,1893-1897,Tannhauser,1896-04-14,Benefitie der Heeren en Damen van het koor,False,713731,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
183,K.V.O. programmas 1893-97_00400-20211201_130459.jpg,1893-1897,Fidelio,1896-04-19,,False,104575,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
184,K.V.O. programmas 1893-97_00402-20211201_130520.jpg,1893-1897,De Vrijschutter,1896-04-21,,False,715780,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,NL,,
185,K.V.O. programmas 1893-97_00404-20211201_130536.jpg,1893-1897,Tannhauser,1896-04-26,Sluiting van het Toneeljaar,False,694969,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1895-1896,Edward Keurvels & Henry Fontaine,Unk,,
186,K.V.O. programmas 1893-97_00406-20211201_130554.jpg,1893-1897,Fidelio,1896-10-03,Gala-vertoning,False,769260,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1896-1897,Edward Keurvels & Henry Fontaine,Unk,,
187,K.V.O. programmas 1893-97_00408-20211201_130615.jpg,1893-1897,Czaar en Timmerman,1896-10-06,,False,993115,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
188,K.V.O. programmas 1893-97_00410-20211201_130636.jpg,1893-1897,Herbergprinses,1896-10-10,Gala-vertoning,False,145010,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
189,K.V.O. programmas 1893-97_00414-20211201_130715.jpg,1893-1897,Herbergprinses,1896-10-13,,False,129553,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
190,K.V.O. programmas 1893-97_00416-20211201_130751.jpg,1893-1897,Herbergprinses,1896-10-17,,False,938471,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
191,K.V.O. programmas 1893-97_00418-20211201_130812.jpg,1893-1897,Herbergprinses,1896-10-20,,False,935343,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
192,K.V.O. programmas 1893-97_00420-20211201_130829.jpg,1893-1897,Herbergprinses,1896-10-22,,False,815392,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
193,K.V.O. programmas 1893-97_00420-20211201_130829.jpg,1893-1897,Herbergprinses,1896-10-24,,False,556473,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
194,K.V.O. programmas 1893-97_00422-20211201_130848.jpg,1893-1897,De Wapensmid,1896-10-27,,False,453572,De Wapensmid,DUI,Albert Lortzing,1846,Der Waffenschmied,?,1896-1897,Edward Keurvels & Henry Fontaine,DUI,,
195,K.V.O. programmas 1893-97_00424-20211201_130917.jpg,1893-1897,Herbergprinses,1896-10-31,,False,187138,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
196,K.V.O. programmas 1893-97_00426-20211201_130938.jpg,1893-1897,De Vrijschutter,1896-11-03,,False,707305,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
197,K.V.O. programmas 1893-97_00428-20211201_130956.jpg,1893-1897,Herbergprinses,1896-11-07,,False,753206,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1896-1897,Edward Keurvels & Henry Fontaine,NL,,
