Image	Collection	Production	Date	Occasion	Leaflet_Language	Opmerking
1936-1937_00228-20230218_154747.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00229-20230218_154753.jpg	1936-1937	Cavalleria Rusticana + Paljas	14/2/1937	N/A	Dutch	N/A
1936-1937_00230-20230218_154812.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00231-20230218_154817.jpg	1936-1937	Rigoletto	16/2/1937	Vertooning de “Club Télégraphic” aangeboden	Dutch	N/A
1936-1937_00232-20230218_154826.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00233-20230218_154833.jpg	1936-1937	Mater Dolorosa + Paljas	18/2/1937	N/A	Dutch	N/A
1936-1937_00234-20230218_154845.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00235-20230218_154852.jpg	1936-1937	Maroef	20/2/1937	gala + eerste opvoering in de KVO	Dutch	N/A
1936-1937_00236-20230218_154903.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00237-20230218_154910.jpg	1936-1937	Boheme	21/2/1937	N/A	Dutch	N/A
1936-1937_00238-20230218_154922.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00239-20230218_154929.jpg	1936-1937	Faust	21/2/1937	N/A	Dutch	N/A
1936-1937_00240-20230218_154939.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00241-20230218_154947.jpg	1936-1937	Don Juan	23/2/1937	GAVKO-gala	Dutch	N/A
1936-1937_00242-20230218_155008.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00243-20230218_155016.jpg	1936-1937	Maroef	25/2/1937	N/A	Dutch	N/A
1936-1937_00244-20230218_155027.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00245-20230218_155037.jpg	1936-1937	Frederika	27/2/1937	N/A	Dutch	N/A
1936-1937_00246-20230218_155048.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00247-20230218_155056.jpg	1936-1937	Mater Dolorosa + Paljas	28/2/1937	N/A	Dutch	N/A
1936-1937_00248-20230218_155105.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00249-20230218_155115.jpg	1936-1937	Maroef	28/2/1937	N/A	Dutch	N/A
1936-1937_00250-20230218_155126.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00347-20230310_141047.jpg	1936-1937	Faust	2/3/1937	gala	Dutch	N/A
1936-1937_00251-20230218_155159.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00252-20230218_155210.jpg	1936-1937	Traviata	4/3/1937	N/A	Dutch	N/A
1936-1937_00253-20230218_155219.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00254-20230218_155226.jpg	1936-1937	Aïda	6/3/1937	eerste opvoering in de KVO	Dutch	N/A
1936-1937_00255-20230218_155249.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00256-20230218_155257.jpg	1936-1937	Maroef	7/3/1937	N/A	Dutch	N/A
1936-1937_00257-20230218_155308.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00258-20230218_155316.jpg	1936-1937	Aïda	7/3/1937	N/A	Dutch	N/A
1936-1937_00259-20230218_155325.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00260-20230218_155333.jpg	1936-1937	Madame Butterfly	9/3/1937	Vertooning de “Vereeniging van het Postenpersoneel der Antwerpsche Schouwburgen” aangeboden	Dutch	N/A
1936-1937_00261-20230218_155354.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00262-20230218_155402.jpg	1936-1937	Aïda	11/3/1937	N/A	Dutch	N/A
1936-1937_00263-20230218_155414.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00264-20230218_155422.jpg	1936-1937	Madame Butterfly + Het Hooglied	13/3/1937	N/A	Dutch	N/A
1936-1937_00265-20230218_155431.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00266-20230218_155439.jpg	1936-1937	Aïda	14/3/1937	N/A	Dutch	N/A
1936-1937_00267-20230218_155448.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00268-20230218_155457.jpg	1936-1937	Madame Butterfly + Het Hooglied	14/3/1937	N/A	Dutch	N/A
1936-1937_00269-20230218_155507.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00270-20230218_155515.jpg	1936-1937	De Meesterzangers van Nurenberg	16/3/1937	GAVKO-gala	Dutch	N/A
1936-1937_00271-20230218_155528.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00272-20230218_155536.jpg	1936-1937	Madame Butterfly + Het Hooglied	18/3/1937	N/A	Dutch	N/A
1936-1937_00273-20230218_155545.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00274-20230218_155554.jpg	1936-1937	De Bruid der Zee	20/3/1937	N/A	Dutch	N/A
1936-1937_00275-20230218_155602.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00276-20230218_155611.jpg	1936-1937	Madame Butterfly + Het Hooglied	21/3/1937	N/A	Dutch	N/A
1936-1937_00277-20230218_155623.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00278-20230218_155631.jpg	1936-1937	De Bruid der Zee	21/3/1937	N/A	Dutch	N/A
1936-1937_00279-20230218_155641.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00280-20230218_155652.jpg	1936-1937	Tannhäuser	23/3/1937	Ter gelegenheid van het Tienjarig Podiumjubileum van Bertha Briffaux	Dutch	N/A
1936-1937_00281-20230218_155703.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00282-20230218_155711.jpg	1936-1937	Parsifal	26/3/1937	N/A	Dutch	N/A
1936-1937_00283-20230218_155719.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00284-20230218_155727.jpg	1936-1937	Het Land van den Glimlach	27/3/1937	N/A	Dutch	N/A
1936-1937_00285-20230218_155746.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00348-20230310_141114.jpg	1936-1937	De Bruid der Zee	28/3/1937	N/A	Dutch	N/A
1936-1937_00286-20230218_155809.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00287-20230218_155817.jpg	1936-1937	Faust	28/3/1937	N/A	Dutch	N/A
1936-1937_00288-20230218_155826.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00289-20230218_155836.jpg	1936-1937	Parsifal	29/3/1937	N/A	Dutch	N/A
1936-1937_00290-20230218_155857.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00291-20230218_155912.jpg	1936-1937	Manon + De Meesterzangers + Carmen + Rhapsodie N. 2 + Boheme + Leonore + Fidelio	30/3/1937	Sluitvoorstelling	Dutch	N/A
1936-1937_00292-20230218_155921.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00293-20230218_155929.jpg	1936-1937	Walsdroom	1/4/1937	N/A	Dutch	N/A
1936-1937_00294-20230218_155938.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00295-20230218_155948.jpg	1936-1937	Cavalleria Rusticana + Paljas	3/4/1937	N/A	Dutch	N/A
1936-1937_00296-20230218_155958.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00297-20230218_160007.jpg	1936-1937	Walsdroom	4/4/1937	N/A	Dutch	N/A
1936-1937_00298-20230218_160015.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00299-20230218_160023.jpg	1936-1937	Het Land van den Glimlach	4/4/1937	N/A	Dutch	N/A
1936-1937_00300-20230218_160032.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00301-20230218_160040.jpg	1936-1937	Cavalleria Rusticana + Paljas	6/4/1937	N/A	Dutch	N/A
1936-1937_00302-20230218_160048.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00303-20230218_160056.jpg	1936-1937	Paganini	8/4/1937	N/A	Dutch	N/A
1936-1937_00304-20230218_160105.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00305-20230218_160113.jpg	1936-1937	Paganini	10/4/1937	gala	Dutch	N/A
1936-1937_00306-20230218_160121.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00307-20230218_160130.jpg	1936-1937	Manon	11/4/1937	N/A	Dutch	N/A
1936-1937_00308-20230218_160138.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00309-20230218_160145.jpg	1936-1937	Paganini	11/4/1937	N/A	Dutch	N/A
1936-1937_00310-20230218_160154.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00349-20230310_141130.jpg	1936-1937	Paganini	13/4/1937	N/A	Dutch	N/A
1936-1937_00311-20230218_160219.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00312-20230218_160228.jpg	1936-1937	Het Land van den Glimlach	15/4/1937	N/A	Dutch	N/A
1936-1937_00313-20230218_160236.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00314-20230218_160243.jpg	1936-1937	In memoriam + De Walkure + Vina Bovy + Zweedse liederen + Carnaval + Traviata	20/4/1937	gala	Dutch	N/A
1936-1937_00315-20230218_160250.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00316-20230218_160303.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00317-20230218_160337.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00318-20230218_160400.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00319-20230218_160440.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00320-20230218_160448.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00321-20230218_160502.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00322-20230218_160517.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00323-20230218_160528.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00324-20230218_160551.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00325-20230218_160603.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00326-20230218_160615.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00327-20230218_160631.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00328-20230218_160644.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00329-20230218_160654.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00330-20230218_160708.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00331-20230218_160740.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00332-20230218_160803.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00333-20230218_160813.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00334-20230218_160823.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00335-20230218_160834.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00336-20230218_160842.jpg	1936-1937	N/A	N/A	N/A	Dutch	N/A
1936-1937_00337-20230218_160857.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00338-20230218_160907.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00339-20230218_160912.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1936-1937_00340-20230218_160921.jpg	1936-1937	N/A	N/A	N/A	N/A	N/A
1937-1938_00001-20230218_161050.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00002-20230218_161100.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00003-20230218_161106.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00004-20230218_161125.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00005-20230218_161131.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00006-20230218_161142.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00007-20230218_161148.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00008-20230218_161219.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00009-20230218_161225.jpg	1937-1938	Lohengrin	2/10/1937	gala, opening van het seizoen	Dutch	N/A
1937-1938_00010-20230218_161237.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00011-20230218_161243.jpg	1937-1938	De Vledermuis	3/10/1937	N/A	Dutch	N/A
1937-1938_00012-20230218_161253.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00013-20230218_161259.jpg	1937-1938	Werther	3/10/1937	eerste opvoering in de KVO	Dutch	N/A
1937-1938_00014-20230218_161308.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00015-20230218_161313.jpg	1937-1938	De Vledermuis	5/10/1937	N/A	Dutch	N/A
1937-1938_00016-20230218_161323.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00017-20230218_161329.jpg	1937-1938	Lohengrin	7/10/1937	N/A	Dutch	N/A
1937-1938_00018-20230218_161338.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00019-20230218_161344.jpg	1937-1938	Lakmé	9/10/1937	N/A	Dutch	N/A
1937-1938_00020-20230218_161356.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00021-20230218_161403.jpg	1937-1938	Lohengrin	10/10/1937	N/A	Dutch	N/A
1937-1938_00022-20230218_161416.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00023-20230218_161422.jpg	1937-1938	De Vledermuis	10/10/1937	N/A	Dutch	N/A
1937-1938_00024-20230218_161431.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00025-20230218_161437.jpg	1937-1938	Aida	12/10/1937	gala	Dutch	N/A
untitleddocument_00007-20230818_142251.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00026-20230218_161508.jpg	1937-1938	De Vledermuis	14/10/1937	N/A	Dutch	N/A
1937-1938_00027-20230218_161517.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00028-20230218_161524.jpg	1937-1938	Werther	16/10/1938	N/A	Dutch	N/A
1937-1938_00029-20230218_161535.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00030-20230218_161541.jpg	1937-1938	Lakmé	17/10/1937	N/A	Dutch	N/A
1937-1938_00031-20230218_161605.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00032-20230218_161612.jpg	1937-1938	Lohengrin	17/10/1937	N/A	Dutch	N/A
1937-1938_00033-20230218_161631.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00034-20230218_161639.jpg	1937-1938	Werther	19/10/1937	N/A	Dutch	N/A
1937-1938_00035-20230218_161647.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00036-20230218_161653.jpg	1937-1938	Lakmé	21/10/1937	N/A	Dutch	N/A
1937-1938_00037-20230218_161705.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00038-20230218_161712.jpg	1937-1938	De Vledermuis	23/10/1937	N/A	Dutch	N/A
1937-1938_00039-20230218_161731.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00040-20230218_161739.jpg	1937-1938	Walsdroom	24/10/1937	N/A	Dutch	N/A
1937-1938_00041-20230218_161759.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00042-20230218_161805.jpg	1937-1938	Lakmé	24/10/1937	N/A	Dutch	N/A
1937-1938_00043-20230218_161816.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00044-20230218_161822.jpg	1937-1938	Aïda	26/10/1937	GAKVO-gala	Dutch	N/A
1937-1938_00045-20230218_161837.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00046-20230218_161843.jpg	1937-1938	Werther	28/10/1937	N/A	Dutch	N/A
1937-1938_00047-20230218_161855.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00048-20230218_161901.jpg	1937-1938	De Rozenkavalier	30/10/1937	N/A	Dutch	N/A
1937-1938_00049-20230218_161910.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00050-20230218_161916.jpg	1937-1938	Werther	31/10/1937	N/A	Dutch	N/A
1937-1938_00051-20230218_161928.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00309-20230310_141407.jpg	1937-1938	De Rozenkavalier	31/10/1937	N/A	Dutch	N/A
1937-1938_00052-20230218_161956.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00053-20230218_162002.jpg	1937-1938	Carmen	2/11/1937	N/A	Dutch	N/A
1937-1938_00054-20230218_162030.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00055-20230218_162036.jpg	1937-1938	Lohengrin	4/11/1937	N/A	Dutch	N/A
1937-1938_00056-20230218_162057.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00057-20230218_162104.jpg	1937-1938	Carmen	6/11/1937	N/A	Dutch	N/A
1937-1938_00058-20230218_162124.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00059-20230218_162129.jpg	1937-1938	Lohengrin	7/11/1937	N/A	Dutch	N/A
1937-1938_00060-20230218_162138.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00061-20230218_162144.jpg	1937-1938	Walsdroom	7/11/1937	N/A	Dutch	N/A
1937-1938_00062-20230218_162201.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00063-20230218_162209.jpg	1937-1938	Het Arendsnest + In memoriam + Tannhäuser	9/11/1937	gala	Dutch	N/A
1937-1938_00064-20230218_162223.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00065-20230218_162233.jpg	1937-1938	De Rozenkavalier	11/11/1937	N/A	Dutch	N/A
1937-1938_00066-20230218_162247.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00067-20230218_162254.jpg	1937-1938	Walsdroom	13/11/1937	N/A	Dutch	N/A
1937-1938_00068-20230218_162303.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00069-20230218_162309.jpg	1937-1938	Carmen	14/11/1937	N/A	Dutch	N/A
1937-1938_00070-20230218_162320.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00071-20230218_162326.jpg	1937-1938	De Vledermuis	14/11/1937	N/A	Dutch	N/A
1937-1938_00072-20230218_162335.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00073-20230218_162342.jpg	1937-1938	Lohengrin	16/11/1937	GAKVO-gala	Dutch	N/A
1937-1938_00074-20230218_162351.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00075-20230218_162357.jpg	1937-1938	Walsdroom	18/11/1937	N/A	Dutch	N/A
1937-1938_00076-20230218_162407.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00310-20230310_141424.jpg	1937-1938	Boheme + De Verzoeking van den Dichter	20/11/1937	N/A	Dutch	N/A
1937-1938_00077-20230218_162526.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00078-20230218_162532.jpg	1937-1938	De Rozenkavalier	21/11/1937	N/A	Dutch	N/A
1937-1938_00079-20230218_162602.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00080-20230218_162612.jpg	1937-1938	Boheme	21/11/1937	N/A	Dutch	N/A
1937-1938_00081-20230218_162639.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00082-20230218_162646.jpg	1937-1938	Lohengrin	23/11/1937	gala	Dutch	N/A
1937-1938_00083-20230218_162712.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00084-20230218_162720.jpg	1937-1938	Boheme + De Verzoeking van den Dichter	25/11/1937	N/A	Dutch	N/A
1937-1938_00085-20230218_162729.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00086-20230218_162736.jpg	1937-1938	Vikings + Pan	27/11/1937	gala	Dutch	N/A
1937-1938_00087-20230218_162745.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00088-20230218_162751.jpg	1937-1938	De Vledermuis	28/11/1937	N/A	Dutch	N/A
1937-1938_00089-20230218_162802.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00090-20230218_162809.jpg	1937-1938	Vikings + Pan	28/11/1937	N/A	Dutch	N/A
1937-1938_00091-20230218_162818.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00092-20230218_162825.jpg	1937-1938	Lakmé	30/11/1937	N/A	Dutch	N/A
1937-1938_00093-20230218_162836.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00094-20230218_162844.jpg	1937-1938	Aïda	2/12/1937	N/A	Dutch	N/A
1937-1938_00095-20230218_162904.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00096-20230218_162910.jpg	1937-1938	De Vledermuis	4/12/1937	N/A	Dutch	N/A
1937-1938_00097-20230218_162920.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00098-20230218_162927.jpg	1937-1938	Boheme + Pan	5/12/1937	N/A	Dutch	N/A
1937-1938_00099-20230218_162944.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00100-20230218_162950.jpg	1937-1938	Aïda	5/12/1937	N/A	Dutch	N/A
1937-1938_00101-20230218_162959.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00311-20230310_141446.jpg	1937-1938	Schwarzschwanenreich	7/12/1937	GAKVO-gala	Dutch	N/A
1937-1938_00102-20230218_163024.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00103-20230218_163031.jpg	1937-1938	Walsdroom	9/12/1937	N/A	Dutch	N/A
1937-1938_00104-20230218_163042.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00105-20230218_163047.jpg	1937-1938	Paganini	11/12/1937	N/A	Dutch	N/A
1937-1938_00106-20230218_163107.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00107-20230218_163113.jpg	1937-1938	Vikings + De Verzoeking van den Dichter	12/12/1937	N/A	Dutch	N/A
1937-1938_00108-20230218_163123.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00109-20230218_163129.jpg	1937-1938	Carmen	12/12/1937	N/A	Dutch	N/A
1937-1938_00110-20230218_163143.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00111-20230218_163148.jpg	1937-1938	Het Driemeisjeshuis	14/12/1937	gala	Dutch	N/A
1937-1938_00112-20230218_163210.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00113-20230218_163216.jpg	1937-1938	Vikings + De Verzoeking van den Dichter	16/12/1937	N/A	Dutch	N/A
1937-1938_00114-20230218_163226.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00115-20230218_163233.jpg	1937-1938	Lohengrin	18/12/1937	N/A	Dutch	N/A
1937-1938_00116-20230218_163245.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00117-20230218_163251.jpg	1937-1938	Aïda	19/12/1937	N/A	Dutch	N/A
1937-1938_00118-20230218_163301.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00119-20230218_163308.jpg	1937-1938	Paganini	19/12/1937	N/A	Dutch	N/A
1937-1938_00120-20230218_163318.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00121-20230218_163323.jpg	1937-1938	Salome + Pan	21/12/1937	GAKVO-gala	Dutch	N/A
1937-1938_00122-20230218_163331.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00123-20230218_163337.jpg	1937-1938	Carmen	23/12/1937	N/A	Dutch	N/A
1937-1938_00124-20230218_163345.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00125-20230218_163352.jpg	1937-1938	Aïda	25/12/1937	N/A	Dutch	N/A
1937-1938_00126-20230218_163401.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00127-20230218_163407.jpg	1937-1938	Paganini	26/12/1937	N/A	Dutch	N/A
1937-1938_00312-20230310_141511.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00128-20230218_163441.jpg	1937-1938	Lohengrin	26/12/1937	N/A	Dutch	N/A
1937-1938_00129-20230218_163453.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00130-20230218_163458.jpg	1937-1938	Zwarte Viooltjes 	28/12/1937	gala	Dutch	N/A
1937-1938_00131-20230218_163510.jpg	1937-1938	N/A	N/A	N/A	N/A	N/A
1937-1938_00132-20230218_163516.jpg	1937-1938	Paganini	30/12/1937	N/A	Dutch	N/A
1937-1938_00133-20230218_163525.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00134-20230218_163531.jpg	1937-1938	Zwarte Viooltjes 	1/1/1938	N/A	Dutch	N/A
1937-1938_00135-20230218_163540.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00136-20230218_163546.jpg	1937-1938	Driemeisjeshuis	2/1/1938	N/A	Dutch	N/A
1937-1938_00137-20230218_163558.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00138-20230218_163607.jpg	1937-1938	Zwarte Viooltjes 	2/1/1938	N/A	Dutch	N/A
1937-1938_00139-20230218_163627.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00140-20230218_163635.jpg	1937-1938	Zwarte Viooltjes 	4/1/1938	N/A	Dutch	N/A
1937-1938_00141-20230218_163645.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00142-20230218_163652.jpg	1937-1938	Cavalleria Rusticana + Paljas	6/1/1938	N/A	Dutch	N/A
1937-1938_00143-20230218_163702.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00144-20230218_163707.jpg	1937-1938	Faust	8/1/1938	N/A	Dutch	N/A
1937-1938_00145-20230218_163736.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00146-20230218_163742.jpg	1937-1938	Zwarte Viooltjes 	9/1/1938	N/A	Dutch	N/A
1937-1938_00147-20230218_163755.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00148-20230218_163800.jpg	1937-1938	Cavalleria Rusticana + Paljas	9/1/1938	N/A	Dutch	N/A
1937-1938_00149-20230218_163811.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00150-20230218_163817.jpg	1937-1938	De Tooverfluit	11/1/1938	GAKVO-gala	Dutch	N/A
1937-1938_00151-20230218_163833.jpg	1937-1938	N/A	N/A	N/A	Dutch	N/A
1937-1938_00152-20230218_163843.jpg	1937-1938	Zwarte Viooltjes 	13/1/1938	N/A	Dutch	N/A
