,Image,Collection,Production,Date,Occasion,Leaflet_Language,Opmerking,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Title_Language,Season
1584,1937-1938_00228-20230218_165045.jpg,1937-1938,Tosca,1938-03-06,,Dutch,,False,202504,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1937-1938
1586,1937-1938_00230-20230218_165102.jpg,1937-1938,Jean-Marie,1938-03-08,gala,Dutch,,True,494117,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,Unk,1937-1938
1587,1937-1938_00230-20230218_165102.jpg,1937-1938,De Verzoeking van den Dichter,1938-03-08,gala,Dutch,,True,494117,De Verzoeking van den Dichter,N/A,August de Boeck,1937,De Verzoeking van den Dichter,ballet,NL,1937-1938
1588,1937-1938_00230-20230218_165102.jpg,1937-1938,Anna-Marie,1938-03-08,gala,Dutch,,True,494117,Anna-Marie,SWE,Felix Körling,1912,Anne-Marie,overture,Unk,1937-1938
1590,1937-1938_00232-20230218_165118.jpg,1937-1938,Traviata,1938-03-10,,Dutch,,False,499285,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1937-1938
1592,1937-1938_00234-20230218_165148.jpg,1937-1938,Het Land van den Glimlach,1938-03-12,,Dutch,,False,601717,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1937-1938
1594,1937-1938_00236-20230218_165204.jpg,1937-1938,Tosca,1938-03-13,,Dutch,,False,437833,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1937-1938
1596,1937-1938_00238-20230218_165220.jpg,1937-1938,Driemeisjeshuis,1938-03-13,,Dutch,,False,163285,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1937-1938
1598,1937-1938_00240-20230218_165242.jpg,1937-1938,De Rozenkavalier,1938-03-15,GAKVO-gala,Dutch,,False,920062,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1937-1938
1600,1937-1938_00241-20230218_165307.jpg,1937-1938,Anna-Marie,1938-03-17,,Dutch,,False,304726,Anna-Marie,SWE,Felix Körling,1912,Anne-Marie,overture,Unk,1937-1938
1602,1937-1938_00243-20230218_165325.jpg,1937-1938,Traviata,1938-03-19,,Dutch,,False,228827,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1937-1938
1604,1937-1938_00245-20230218_165342.jpg,1937-1938,De Vliegende Hollander,1938-03-20,Ter gelegenheid van het groepsbezoek aan Antwerpen ingericht door het Instituut voor Arbeiders Ontwikkeling,Dutch,,True,957291,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1937-1938
1605,1937-1938_00245-20230218_165342.jpg,1937-1938,Ballet-suite,1938-03-20,Ter gelegenheid van het groepsbezoek aan Antwerpen ingericht door het Instituut voor Arbeiders Ontwikkeling,Dutch,,True,957291,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1937-1938
1606,1937-1938_00245-20230218_165342.jpg,1937-1938,Het Paradijstuintje,1938-03-20,Ter gelegenheid van het groepsbezoek aan Antwerpen ingericht door het Instituut voor Arbeiders Ontwikkeling,Dutch,,True,957291,Het Paradijstuintje,DUI,Carl Orff,?,?,ballet,NL,1937-1938
1608,1937-1938_00247-20230218_165400.jpg,1937-1938,Het Land van den Glimlach,1938-03-20,,Dutch,,False,456889,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1937-1938
1610,1937-1938_00249-20230218_165418.jpg,1937-1938,Aida,1938-03-22,gala,Dutch,,False,379891,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1937-1938
1612,1937-1938_00251-20230218_165439.jpg,1937-1938,Zwarte Viooltjes,1938-03-24,,Dutch,,False,381328,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1937-1938
1614,1937-1938_00253-20230218_165456.jpg,1937-1938,De Vliegende Hollander,1938-03-26,,Dutch,,True,395900,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1937-1938
1615,1937-1938_00253-20230218_165456.jpg,1937-1938,Ballet-suite,1938-03-26,,Dutch,,True,395900,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1937-1938
1616,1937-1938_00253-20230218_165456.jpg,1937-1938,Het Paradijstuintje,1938-03-26,,Dutch,,True,395900,Het Paradijstuintje,DUI,Carl Orff,?,?,ballet,NL,1937-1938
1618,1937-1938_00255-20230218_165522.jpg,1937-1938,Anna-Marie,1938-03-27,,Dutch,,False,415845,Anna-Marie,SWE,Felix Körling,1912,Anne-Marie,overture,Unk,1937-1938
1620,1937-1938_00257-20230218_165548.jpg,1937-1938,Traviata,1938-03-27,,Dutch,,True,267390,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1937-1938
1621,1937-1938_00257-20230218_165548.jpg,1937-1938,Ballet-suite,1938-03-27,,Dutch,,True,267390,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1937-1938
1622,1937-1938_00257-20230218_165548.jpg,1937-1938,Het Paradijstuintje,1938-03-27,,Dutch,,True,267390,Het Paradijstuintje,DUI,Carl Orff,?,?,ballet,NL,1937-1938
1624,1937-1938_00259-20230218_165613.jpg,1937-1938,Boheme,1938-03-29,gala,Dutch,,True,246470,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1937-1938
1625,1937-1938_00259-20230218_165613.jpg,1937-1938,Rhapsodie,1938-03-29,gala,Dutch,,True,246470,Rhapsodie N. 2,N/A,Franz Liszt,1847,Rapsódia Húngara No. 2,rhapsodie,Unk,1937-1938
1627,1937-1938_00317-20230310_141722.jpg,1937-1938,Het Land van den Glimlach,1938-03-31,,Dutch,,False,543016,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1937-1938
1629,1937-1938_00261-20230218_165639.jpg,1937-1938,Tosca,1938-04-02,,Dutch,,True,544935,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1937-1938
1630,1937-1938_00261-20230218_165639.jpg,1937-1938,Rhapsodie,1938-04-02,,Dutch,,True,544935,Rhapsodie N. 2,N/A,Franz Liszt,1847,Rapsódia Húngara No. 2,rhapsodie,Unk,1937-1938
1632,1937-1938_00263-20230218_165700.jpg,1937-1938,Faust,1938-04-03,,Dutch,,False,857957,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1937-1938
1634,1937-1938_00265-20230218_165726.jpg,1937-1938,Carmen,1938-04-03,,Dutch,,False,996534,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1937-1938
1636,1937-1938_00266-20230218_165748.jpg,1937-1938,Zwarte Viooltjes,1938-04-05,20-jarig Tooneeljubileum van Mevrouw Francine Bruylants,Dutch,,False,875964,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1937-1938
1638,1937-1938_00268-20230218_165811.jpg,1937-1938,Cosi fan Tutte,1938-04-07,,Dutch,,False,382881,Cosi fan Tutte,ITA,Wolfgang Amadeus Mozart,1794,"Cosi fan tutte, ossia La scuola degli amanti",opera buffa,ITA,1937-1938
1640,1937-1938_00270-20230218_165837.jpg,1937-1938,André Chénier,1938-04-09,,Dutch,,False,622198,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1937-1938
1642,1937-1938_00272-20230218_165856.jpg,1937-1938,Traviata,1938-04-10,,Dutch,,False,414754,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1937-1938
1644,1937-1938_00274-20230218_165919.jpg,1937-1938,André Chénier,1938-04-10,,Dutch,,False,921981,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1937-1938
1646,1937-1938_00276-20230218_165938.jpg,1937-1938,De Vliegende Hollander,1938-04-12,,Dutch,,False,750619,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1937-1938
1648,1937-1938_00278-20230218_165956.jpg,1937-1938,Parsifal,1938-04-15,,Dutch,,False,310610,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1937-1938
1650,1937-1938_00280-20230218_170012.jpg,1937-1938,Driemeisjeshuis,1938-04-16,,Dutch,,False,517364,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1937-1938
1652,1937-1938_00282-20230218_170029.jpg,1937-1938,Hoffman’s Vertellingen,1938-04-17,,Dutch,,False,680023,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1937-1938
1654,1937-1938_00284-20230218_170047.jpg,1937-1938,Zwarte Viooltjes,1938-04-17,,Dutch,,False,866970,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1937-1938
1656,1937-1938_00286-20230218_170113.jpg,1937-1938,Cosi fan Tutte,1938-04-19,Coördinatie-Comité voor Hulp aan het Spaansche Volk,Dutch,,False,331725,Cosi fan Tutte,ITA,Wolfgang Amadeus Mozart,1794,"Cosi fan tutte, ossia La scuola degli amanti",opera buffa,ITA,1937-1938
1658,1937-1938_00288-20230218_170137.jpg,1937-1938,Rheingold,1938-04-21,"GAKVO-gala, Richard Wagner Festival Der Ring des Nibelungen",Dutch + German,,False,935648,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,NL,1937-1938
1660,1937-1938_00290-20230218_170154.jpg,1937-1938,Die Walkure,1938-04-23,"GAKVO-gala, Richard Wagner Festival Der Ring des Nibelungen",Dutch + German,,False,310024,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1937-1938
1662,1937-1938_00319-20230310_141759.jpg,1937-1938,André Chénier,1938-04-24,,Dutch,,False,480601,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1937-1938
1664,1937-1938_00293-20230218_170246.jpg,1937-1938,Hoffman’s Vertellingen,1938-04-24,,Dutch,,False,147322,Hoffman’s Vertellingen,N/A,N/A,N/A,N/A,N/A,N/A,1937-1938
1666,1937-1938_00295-20230218_170303.jpg,1937-1938,Siegfried,1938-04-26,"GAKVO-gala, Richard Wagner Festival Der Ring des Nibelungen",Dutch + German,,False,642887,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,Unk,1937-1938
1668,1937-1938_00297-20230218_170320.jpg,1937-1938,André Chénier,1938-04-28,,Dutch,,False,583528,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1937-1938
1670,1937-1938_00299-20230218_170336.jpg,1937-1938,Götterdämmerung,1938-04-30,"GAKVO-gala, Richard Wagner Festival Der Ring des Nibelungen",Dutch + German,,False,284402,Götterdämmerung,N/A,N/A,N/A,N/A,N/A,N/A,1937-1938
1672,1937-1938_00301-20230218_170354.jpg,1937-1938,Zwarte Viooltjes,1938-05-01,,Dutch,,False,125436,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1937-1938
1674,1937-1938_00303-20230218_170430.jpg,1937-1938,Driemeisjeshuis,1938-05-01,,Dutch,,False,912148,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,NL,1937-1938
1686,0007_1938-1939_00007-20230227_105119.jpg,1938-1939,Tannhäuser,1938-09-29,"gala, openingsvertooning",Dutch,,False,108254,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1938-1939
1688,0009_1938-1939_00009-20230227_105135.jpg,1938-1939,Prinses Zonneschijn,1938-10-01,,Dutch,,False,810408,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1938-1939
1690,0011_1938-1939_00011-20230227_105224.jpg,1938-1939,Faust,1938-10-02,,Dutch,,False,260964,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1938-1939
1692,0013_1938-1939_00013-20230227_105252.jpg,1938-1939,Tannhäuser,1938-10-02,,Dutch,,False,708760,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1938-1939
1694,0015_1938-1939_00015-20230227_105319.jpg,1938-1939,Tannhäuser,1938-10-04,,Dutch,,False,811711,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1938-1939
1696,0017_1938-1939_00017-20230227_105348.jpg,1938-1939,Prinses Zonneschijn,1938-10-06,,Dutch,,False,809636,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1938-1939
1698,0019_1938-1939_00019-20230227_105412.jpg,1938-1939,Victoria en haar Huzaar,1938-10-08,eerste opvoering in de KVO,Dutch,,False,930520,Victoria en haar Huzaar,DUI,Paul Abraham,1933,Viktoria und ihr Husar,operette,NL,1938-1939
1700,0021_1938-1939_00021-20230227_105434.jpg,1938-1939,Tannhäuser,1938-10-09,,Dutch,,False,433718,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1938-1939
1702,0023_1938-1939_00023-20230227_105452.jpg,1938-1939,Prinses Zonneschijn,1938-10-09,,Dutch,,False,666460,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1938-1939
1704,0025_1938-1939_00026-20230227_105605.jpg,1938-1939,Prinses Zonneschijn,1938-10-11,,Dutch,,False,790115,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1938-1939
1706,0027_1938-1939_00028-20230227_105631.jpg,1938-1939,Victoria en haar Huzaar,1938-10-13,,Dutch,,False,380318,Victoria en haar Huzaar,DUI,Paul Abraham,1933,Viktoria und ihr Husar,operette,NL,1938-1939
1708,0029_1938-1939_00030-20230227_105653.jpg,1938-1939,Tannhäuser,1938-10-15,,Dutch,,False,723903,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1938-1939
1710,0031_1938-1939_00032-20230227_105730.jpg,1938-1939,Victoria en haar Huzaar,1938-10-16,,Dutch,,False,168101,Victoria en haar Huzaar,DUI,Paul Abraham,1933,Viktoria und ihr Husar,operette,NL,1938-1939
1712,0033_1938-1939_00034-20230227_105801.jpg,1938-1939,Faust,1938-10-16,,Dutch,,False,858054,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1938-1939
1714,0035_1938-1939_00036-20230227_105903.jpg,1938-1939,Andre Chenier,1938-10-18,GAKVO-gala,Dutch,,False,479321,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1938-1939
1716,0037_1938-1939_00038-20230227_105934.jpg,1938-1939,Faust,1938-10-20,,Dutch,,False,538952,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1938-1939
1718,0039_1938-1939_00040-20230227_110044.jpg,1938-1939,Ariane en Blauwbaard,1938-10-22,Galavertooning onder de auspiciën van het Aanmoedigingscomiteit voor Artistieke Werking Nederlandsche creatie,Dutch,,False,349469,Ariane en Blauwbaard,FR,Paul Dukas,1906,Ariane et Barbe-bleue,romantische opera,NL,1938-1939
1720,0041_1938-1939_00042-20230227_110134.jpg,1938-1939,Prinses Zonneschijn,1938-10-23,,Dutch,,False,618890,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1938-1939
1722,0043_1938-1939_00044-20230227_110223.jpg,1938-1939,Victoria en haar Huzaar,1938-10-23,,Dutch,,False,909948,Victoria en haar Huzaar,DUI,Paul Abraham,1933,Viktoria und ihr Husar,operette,NL,1938-1939
1724,0045_1938-1939_00046-20230227_110249.jpg,1938-1939,Faust,1938-10-25,,Dutch,,False,423011,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1938-1939
1726,0047_1938-1939_00048-20230227_110317.jpg,1938-1939,Madame Butterfly,1938-10-27,,Dutch,,True,239500,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1938-1939
1727,0047_1938-1939_00048-20230227_110317.jpg,1938-1939,Poolsche Volksdansen,1938-10-27,,Dutch,,True,239500,Poolsche Volksdansen,N/A,Wlady Karnetzki,?,?,ballet,NL,1938-1939
