Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1929-1930_00343-20220208_164621.jpg,1929-1930,De Tooverfluit,02/01/1930,,FALSE,811335,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00347-20220208_164640.jpg,1929-1930,Jean-Marie,04/01/1929,"Ik denk dat dit 1930 moet zijn, maar dat dit verkeerd op de brochure staat",TRUE,602569,Jean-Marie,?,W. Verbeeck,?,?,drama,1928-1929,Fé Derickx & Bernard Tokkie
1929-1930_00347-20220208_164640.jpg,1929-1930,Martha,04/01/1929,"Ik denk dat dit 1930 moet zijn, maar dat dit verkeerd op de brochure staat",TRUE,602569,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie
1929-1930_00351-20220208_164708.jpg,1929-1930,Carmen,05/01/1929,"Ik denk dat dit 1930 moet zijn, maar dat dit verkeerd op de brochure staat",FALSE,405043,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie
1929-1930_00355-20220208_164726.jpg,1929-1930,Paganini,05/01/1930,,FALSE,988130,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00359-20220208_164746.jpg,1929-1930,Tristan en Isolde,07/01/1930,gala,FALSE,671433,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00363-20220208_164805.jpg,1929-1930,Othello,09/01/1930,gala ter gelegenheid van het huwelijk van H.K.H. Prinses Marie-José van BelgiÃ« met Z.K.H. de prins van Piémont,FALSE,620159,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00367-20220208_164822.jpg,1929-1930,Paganini,11/01/1930,,FALSE,843178,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00371-20220209_125556.jpg,1929-1930,De Tooverfluit,12/01/1930,,FALSE,220902,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00375-20220209_125615.jpg,1929-1930,Othello,12/01/1930,,FALSE,984819,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00379-20220209_125634.jpg,1929-1930,Weenerbloed,14/01/1930,"gala, de leden van ' Union des élèves de Malonne' aangeboden",FALSE,947954,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00383-20220209_125657.jpg,1929-1930,Tristan en Isolde,16/01/1930,gala,FALSE,792578,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00387-20220209_125716.jpg,1929-1930,Rink Folkema,18/01/1930,,FALSE,440203,Rink Folkema,NL,Léon Moeremans,1930,Rink Folkema,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00387-20220209_125716.jpg,1929-1930,Rink Folkema,19/01/1930,,FALSE,399130,Rink Folkema,NL,Léon Moeremans,1930,Rink Folkema,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00391-20220209_125742.jpg,1929-1930,Weenerbloed,19/01/1930,,FALSE,521606,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00395-20220209_125808.jpg,1929-1930,De Tooverfluit,21/01/1930,,FALSE,511945,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00399-20220209_125839.jpg,1929-1930,Faust,23/01/1930,gala,FALSE,293227,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00403-20220209_125903.jpg,1929-1930,Quinten Massijs,25/01/1930,100ste opvoering Quinten Massijs,TRUE,564567,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00403-20220209_125903.jpg,1929-1930,De Gitane en de Roos,25/01/1930,100ste opvoering Quinten Massijs,TRUE,564567,De Gitane en de Roos,N/A,Carlos Pedrell,?,?,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00407-20220209_125939.jpg,1929-1930,Rink Folkema,26/01/1930,,FALSE,388312,Rink Folkema,NL,Léon Moeremans,1930,Rink Folkema,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00411-20220209_130004.jpg,1929-1930,Othello,26/01/1930,,FALSE,297315,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00415-20220209_130028.jpg,1929-1930,Paganini,28/01/1930,"gala, de leden van Scaldis S. C. aangeboden",FALSE,995454,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00419-20220209_130052.jpg,1929-1930,Carmen,30/01/1930,"gala, de leden van het 'Algemeen Kleedingwerk' aangeboden",FALSE,617855,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00423-20220209_130117.jpg,1929-1930,Faust,01/02/1930,,FALSE,871142,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00427-20220209_130136.jpg,1929-1930,Paganini,02/02/1930,,FALSE,370539,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00431-20220209_130157.jpg,1929-1930,Tannhauser,02/02/1930,,FALSE,946237,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00435-20220209_130220.jpg,1929-1930,De Gitane en de Roos,04/02/1930,,TRUE,199229,De Gitane en de Roos,N/A,Carlos Pedrell,?,?,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00435-20220209_130220.jpg,1929-1930,Rink Folkema,04/02/1930,,TRUE,199229,Rink Folkema,NL,Léon Moeremans,1930,Rink Folkema,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00439-20220209_130241.jpg,1929-1930,Christ'l,06/02/1930,,FALSE,350121,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00443-20220209_130259.jpg,1929-1930,Othello,08/02/1930,,FALSE,115558,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00447-20220209_130320.jpg,1929-1930,Lara,09/02/1930,"gala, vereerd met het bezoek van HH. KK. HH. De Hertog en Hertogin van Brabant",FALSE,327639,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00451-20220209_130344.jpg,1929-1930,Quinten Massijs,09/02/1930,,FALSE,687607,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00455-20220209_130404.jpg,1929-1930,Driemeisjeshuis,11/02/1930,"gala, de leden van de Antwerp Bicycle Club aangeboden",FALSE,598979,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00459-20220209_130424.jpg,1929-1930,Tannhauser,13/02/1930,"gala, de leden van het 'Syndikaat der Meester Kleermakers' aangeboden",FALSE,691690,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00463-20220209_130443.jpg,1929-1930,Falstaff,15/02/1930,"gala, eerste opvoering",FALSE,404672,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00467-20220209_130505.jpg,1929-1930,Prinses Zonneschijn,16/02/1930,"gala, de leden van de 'Vlaamschen Toeristenbond' aangeboden",FALSE,531498,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00471-20220209_130526.jpg,1929-1930,Faust,16/02/1930,,FALSE,142835,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00475-20220209_130558.jpg,1929-1930,Falstaff,18/02/1930,,FALSE,578741,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00479-20220209_130619.jpg,1929-1930,Rink Folkema,20/02/1930,,FALSE,626711,Rink Folkema,NL,Léon Moeremans,1930,Rink Folkema,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00483-20220209_130650.jpg,1929-1930,De Rozenkavalier,22/02/1930,,FALSE,503485,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00487-20220209_130714.jpg,1929-1930,Othello,23/02/1930,,FALSE,585561,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00491-20220209_130736.jpg,1929-1930,Falstaff,23/02/1930,,FALSE,321261,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00495-20220209_130802.jpg,1929-1930,Paganini,25/02/1930,,FALSE,329888,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00499-20220209_130828.jpg,1929-1930,Faust,27/02/1930,,FALSE,581964,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00503-20220209_130847.jpg,1929-1930,Hoffmann's Vertellingenen,01/03/1930,,FALSE,740724,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00507-20220209_130913.jpg,1929-1930,Faust,02/03/1930,,FALSE,485372,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00511-20220209_130935.jpg,1929-1930,Paganini,02/03/1930,,FALSE,789313,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00515-20220209_131015.jpg,1929-1930,Falstaff,03/03/1930,,FALSE,794562,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00519-20220209_131039.jpg,1929-1930,Hoffmann's Vertellingenen,04/03/1930,,FALSE,244466,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00523-20220209_131102.jpg,1929-1930,Minnespel in 1830,06/03/1930,"gala, ter gelegenheid van 10-jarig toneeljubileum van de heer Gerard Wouters",TRUE,319446,Minnespel in 1830,N/A,?,?,?,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00523-20220209_131102.jpg,1929-1930,Tannhauser,06/03/1930,"gala, ter gelegenheid van 10-jarig toneeljubileum van de heer Gerard Wouters",TRUE,319446,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00523-20220209_131102.jpg,1929-1930,De Vliegende Hollander,06/03/1930,"gala, ter gelegenheid van 10-jarig toneeljubileum van de heer Gerard Wouters",TRUE,319446,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00529-20220209_131140.jpg,1929-1930,Falstaff,08/03/1930,,FALSE,778144,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00533-20220209_131209.jpg,1929-1930,Hoffmann's Vertellingenen,09/03/1930,,FALSE,512807,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00537-20220209_131511.jpg,1929-1930,De Tooverfluit,09/03/1930,,FALSE,304815,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00541-20220209_131538.jpg,1929-1930,Falstaff,11/03/1930,,FALSE,450840,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00545-20220209_131605.jpg,1929-1930,Lohengrin,13/03/1930,,FALSE,776932,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00549-20220209_131631.jpg,1929-1930,Het Rozemarijntje,15/03/1930,,FALSE,772120,Het Rozemarijntje,NL,Arthur Van Oost,1907,Rozemarijntje,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00553-20220209_131653.jpg,1929-1930,Falstaff,16/03/1930,,FALSE,101925,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00557-20220209_131726.jpg,1929-1930,Paganini,16/03/1930,,FALSE,736034,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00561-20220209_131754.jpg,1929-1930,De Rozenkavalier,18/03/1930,,FALSE,407706,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00565-20220209_131816.jpg,1929-1930,Falstaff,20/03/1930,,FALSE,419444,Falstaff,ITA,Antonio Salieri,1799,Falstaff,opera buffe,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00569-20220209_131844.jpg,1929-1930,De Vliegende Hollander,22/03/1930,,FALSE,140573,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00573-20220209_131912.jpg,1929-1930,Het Rozemarijntje,23/03/1930,,FALSE,787149,Het Rozemarijntje,NL,Arthur Van Oost,1907,Rozemarijntje,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00577-20220209_131938.jpg,1929-1930,De Rozenkavalier,23/03/1930,,FALSE,319815,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00581-20220209_132005.jpg,1929-1930,Faust,25/03/1930,,FALSE,511574,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00585-20220209_132031.jpg,1929-1930,Rijngoud,27/03/1930,gala,FALSE,593268,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00591-20220209_132118.jpg,1929-1930,Hoffmann's Vertellingenen,29/03/1930,,FALSE,697787,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00595-20220209_132146.jpg,1929-1930,Paganini,30/03/1930,,FALSE,422012,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00599-20220209_132236.jpg,1929-1930,Weenerbloed,30/03/1930,,FALSE,397197,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00603-20220209_132302.jpg,1929-1930,De Walkure,01/04/1930,gala,FALSE,249163,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00607-20220209_132331.jpg,1929-1930,Siegfried,03/04/1930,,FALSE,769058,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00611-20220209_132407.jpg,1929-1930,Paganini,05/04/1930,,FALSE,769062,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00615-20220209_132442.jpg,1929-1930,Weenerbloed,06/04/1930,,FALSE,942573,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00619-20220209_132518.jpg,1929-1930,Faust,06/04/1930,,FALSE,769065,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00623-20220209_132556.jpg,1929-1930,Godendeemstering,08/04/1930,,FALSE,582782,Godendeemstering,DUI,Richard Wagner,1876,Götterdämmerung,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00629-20220209_132630.jpg,1929-1930,Hoffmann's Vertellingenen,10/04/1930,,FALSE,419786,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00633-20220209_132656.jpg,1929-1930,Herbergprinses,12/04/1930,,FALSE,648720,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00635-20220209_132710.jpg,1929-1930,Hoffmann's Vertellingenen,13/04/1930,,FALSE,485458,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00639-20220209_132741.jpg,1929-1930,Tristan en Isolde,23/04/1930,gala,FALSE,380497,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00643-20220209_132807.jpg,1929-1930,Paganini,15/04/1930,,FALSE,792890,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00647-20220209_132835.jpg,1929-1930,Parsifal,18/04/1930,,FALSE,491168,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00653-20220209_132924.jpg,1929-1930,Faust,19/04/1930,,FALSE,524590,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00657-20220209_132948.jpg,1929-1930,Herbergprinses,20/04/1930,,FALSE,149517,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00659-20220209_133005.jpg,1929-1930,Rijngoud,20/04/1930,,FALSE,509396,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00665-20220209_133040.jpg,1929-1930,Driemeisjeshuis,21/04/1930,Ter gelegenheid van 2e Paasdag,FALSE,171323,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00669-20220209_133106.jpg,1929-1930,De Rozenkavalier,24/04/1930,Feestavond,FALSE,667112,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00671-20220209_133120.jpg,1929-1930,Othello,26/04/1930,afscheidsvoorstelling van Mevr. F. Hougaerts Heer K. Bogaers,FALSE,780796,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00675-20220209_133148.jpg,1929-1930,Martha,27/04/1930,afscheidsvoorstelling van Mej. M. Ségard en Heer E. Loos,FALSE,776410,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00677-20220209_133201.jpg,1929-1930,Weenerbloed,27/04/1930,,TRUE,611171,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00677-20220209_133201.jpg,1929-1930,Faust,27/04/1930,,TRUE,611171,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00677-20220209_133201.jpg,1929-1930,Carmen,27/04/1930,,TRUE,611171,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00683-20220209_133233.jpg,1929-1930,Weenerbloed,29/04/1930,Sluiting van het toneeljaar,TRUE,367000,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00683-20220209_133233.jpg,1929-1930,Faust,29/04/1930,Sluiting van het toneeljaar,TRUE,367000,Faust,FR,Charles Gounod,1859,Faust,grand opera,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00683-20220209_133233.jpg,1929-1930,Carmen,29/04/1930,Sluiting van het toneeljaar,TRUE,367000,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00007-20220209_134209.jpg,1929-1930,Lohengrin,09/09/1929,gala,FALSE,866357,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00073-20220209_134828.jpg,1929-1930,Sly,27/10/1929,,FALSE,428007,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00077-20220209_134851.jpg,1929-1930,Weenerbloed,29/10/1929,"gala, de leden van Koninklijke Rubenskring aangeboden",FALSE,406361,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00135-20220209_135335.jpg,1929-1930,Tannhauser,07/12/1929,,FALSE,899215,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00139-20220209_135442.jpg,1929-1930,Lohengrin,08/12/1929,,FALSE,178918,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00141-20220209_135453.jpg,1929-1930,Driemeisjeshuis,09/12/1929,"gala, katholieke kring",FALSE,701408,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00143-20220209_135503.jpg,1929-1930,Tooverfluit,08/12/1929,,FALSE,765882,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00149-20220209_135535.jpg,1929-1930,Christ'l,16/12/1929,,FALSE,756455,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00151-20220209_135548.jpg,1929-1930,Lara,15/12/1929,,FALSE,922586,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00181-20220209_135825.jpg,1929-1930,Jean-Marie,04/01/1930,,TRUE,990195,Jean-Marie,?,W. Verbeeck,?,?,drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00181-20220209_135825.jpg,1929-1930,Martha,04/01/1930,,TRUE,990195,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00183-20220209_135835.jpg,1929-1930,Carmen,05/01/1930,,FALSE,276983,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00195-20220209_135936.jpg,1929-1930,Laagland,12/01/1930,,FALSE,192961,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00239-20220209_140337.jpg,1929-1930,Carmen,13/02/1930,,FALSE,173115,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00265-20220209_140530.jpg,1929-1930,Hoffmann's Vertellingenen,02/03/1930,,FALSE,128926,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00311-20220209_140906.jpg,1929-1930,Siegfried,06/04/1930,,FALSE,383134,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930 bis_00323-20220209_141009.jpg,1929-1930,Herbergprinses,11/04/1930,"Gala, Antwerp Football Club",FALSE,279760,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
